task	model	srho_mean	srho_sd	srho_min	2021_dataset	2022_dataset	dim_red	n_modalities	feature_set
task_22	rf	0.252	0.299	0.041	0.041	0.463	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	0.185	0.254	0.006	0.365	0.006	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	0.103	0.138	0.006	0.201	0.006	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.234	0.258	0.051	0.051	0.417	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	0.05	0.036	0.025	0.025	0.075	pca	4	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	lasso	0.053	0.039	0.026	0.026	0.081	pca	4	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	rf	0.335	0.125	0.246	0.246	0.423	pca	4	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	elnet	0	0.021	-0.014	0.015	-0.014	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	lasso	0.006	0.028	-0.014	0.026	-0.014	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	rf	0.266	0.127	0.176	0.176	0.356	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	elnet	0.19	0.167	0.071	0.071	0.308	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	0.182	0.179	0.055	0.055	0.308	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.351	0.077	0.297	0.297	0.405	pca	6	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	0.049	0.028	0.029	0.029	0.069	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	0.04	0.04	0.012	0.012	0.069	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.303	0.147	0.199	0.199	0.408	pca	5	pbmc_cell_frequency_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	0.032	0.161	-0.082	0.146	-0.082	pca	4	pbmc_cell_frequency_pca+t_cell_activation_pca+metadata+baseline
task_22	lasso	0.038	0.152	-0.069	0.146	-0.069	pca	4	pbmc_cell_frequency_pca+t_cell_activation_pca+metadata+baseline
task_22	rf	-0.147	0.137	-0.244	-0.05	-0.244	pca	4	pbmc_cell_frequency_pca+t_cell_activation_pca+metadata+baseline
task_22	elnet	0.248	0.067	0.201	0.201	0.295	pca	5	pbmc_cell_frequency_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	0.061	0.197	-0.078	0.201	-0.078	pca	5	pbmc_cell_frequency_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.002	0.027	-0.017	-0.017	0.021	pca	5	pbmc_cell_frequency_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	0.074	0.101	0.003	0.146	0.003	pca	4	pbmc_cell_frequency_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	0.074	0.101	0.003	0.146	0.003	pca	4	pbmc_cell_frequency_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.016	0.072	-0.035	0.067	-0.035	pca	4	pbmc_cell_frequency_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.007	0.092	-0.072	-0.072	0.058	none	3	pbmc_gene_expression+metadata+baseline
task_22	lasso	-0.046	0.047	-0.079	-0.079	-0.013	none	3	pbmc_gene_expression+metadata+baseline
task_22	rf	0.183	0.18	0.056	0.056	0.31	none	3	pbmc_gene_expression+metadata+baseline
task_22	elnet	-0.008	0.089	-0.072	-0.072	0.055	none	4	pbmc_gene_expression+plasma_ab_titer+metadata+baseline
task_22	lasso	-0.012	0.094	-0.079	-0.079	0.055	none	4	pbmc_gene_expression+plasma_ab_titer+metadata+baseline
task_22	rf	0.186	0.113	0.106	0.106	0.266	none	4	pbmc_gene_expression+plasma_ab_titer+metadata+baseline
task_22	elnet	-0.026	0.181	-0.154	-0.154	0.103	none	5	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_22	lasso	-0.027	0.178	-0.153	-0.153	0.099	none	5	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_22	rf	0.188	0.13	0.096	0.096	0.281	none	5	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_22	elnet	-0.026	0.181	-0.154	-0.154	0.103	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	lasso	-0.027	0.178	-0.153	-0.153	0.099	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	rf	0.224	0.212	0.075	0.075	0.374	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	elnet	0.042	0.205	-0.103	-0.103	0.186	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	lasso	0.079	0.286	-0.124	-0.124	0.281	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	rf	0.333	0.211	0.184	0.184	0.483	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	elnet	0.058	0.109	-0.02	-0.02	0.135	none	8	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	0.081	0.228	-0.08	-0.08	0.242	none	8	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.341	0.203	0.197	0.197	0.484	none	8	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	-0.032	0.175	-0.156	-0.156	0.092	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	lasso	-0.011	0.138	-0.108	-0.108	0.087	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	rf	0.193	0.178	0.067	0.067	0.319	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	elnet	0.049	0.215	-0.103	-0.103	0.202	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_22	lasso	0.064	0.266	-0.124	-0.124	0.253	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_22	rf	0.314	0.221	0.158	0.158	0.471	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_22	elnet	0.074	0.133	-0.02	-0.02	0.168	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	0.069	0.21	-0.08	-0.08	0.218	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.404	0.3	0.192	0.192	0.616	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	-0.032	0.175	-0.156	-0.156	0.092	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_22	lasso	-0.011	0.138	-0.108	-0.108	0.087	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_22	rf	0.251	0.105	0.176	0.176	0.325	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_22	elnet	-0.008	0.089	-0.072	-0.072	0.055	none	5	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	lasso	-0.012	0.094	-0.079	-0.079	0.055	none	5	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	rf	0.18	0.209	0.032	0.032	0.329	none	5	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	elnet	-0.023	0.116	-0.105	-0.105	0.06	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	lasso	-0.041	0.104	-0.114	-0.114	0.032	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	rf	0.235	0.22	0.08	0.08	0.391	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	elnet	-0.033	0.102	-0.105	-0.105	0.039	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	-0.042	0.102	-0.114	-0.114	0.03	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.212	0.17	0.092	0.092	0.332	none	7	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	-0.013	0.13	-0.105	-0.105	0.079	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	lasso	-0.03	0.118	-0.114	-0.114	0.053	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	rf	0.228	0.105	0.154	0.154	0.303	none	6	pbmc_gene_expression+plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	elnet	-0.041	0.091	-0.105	-0.105	0.023	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_22	lasso	-0.052	0.088	-0.114	-0.114	0.01	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_22	rf	0.157	0.06	0.115	0.115	0.2	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+metadata+baseline
task_22	elnet	-0.041	0.091	-0.105	-0.105	0.023	none	6	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	-0.052	0.088	-0.114	-0.114	0.01	none	6	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.261	0.168	0.142	0.142	0.379	none	6	pbmc_gene_expression+plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	-0.019	0.122	-0.105	-0.105	0.068	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_22	lasso	-0.017	0.137	-0.114	-0.114	0.079	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_22	rf	0.161	0.105	0.087	0.087	0.235	none	5	pbmc_gene_expression+plasma_ab_titer+t_cell_polarization+metadata+baseline
task_22	elnet	0.046	0.166	-0.072	-0.072	0.164	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_22	lasso	-0.008	0.1	-0.079	-0.079	0.062	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_22	rf	0.263	0.177	0.138	0.138	0.388	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_22	elnet	-0.008	0.089	-0.072	-0.072	0.055	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	lasso	-0.012	0.094	-0.079	-0.079	0.055	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	rf	0.109	0.105	0.034	0.034	0.183	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	elnet	0.098	0.201	-0.044	-0.044	0.241	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	lasso	0.107	0.242	-0.064	-0.064	0.278	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	rf	0.281	0.171	0.16	0.16	0.402	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	elnet	0.127	0.158	0.015	0.015	0.239	none	7	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	0.113	0.232	-0.051	-0.051	0.277	none	7	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.347	0.238	0.179	0.179	0.516	none	7	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	-0.028	0.127	-0.118	-0.118	0.062	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	lasso	-0.032	0.098	-0.102	-0.102	0.038	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	rf	0.232	0.182	0.103	0.103	0.361	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	elnet	0.084	0.181	-0.044	-0.044	0.212	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_22	lasso	0.063	0.18	-0.064	-0.064	0.191	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_22	rf	0.328	0.25	0.151	0.151	0.505	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_22	elnet	0.102	0.122	0.015	0.015	0.188	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	0.06	0.165	-0.056	-0.056	0.177	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.332	0.186	0.201	0.201	0.463	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	-0.034	0.118	-0.118	-0.118	0.05	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_22	lasso	-0.02	0.115	-0.102	-0.102	0.062	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_22	rf	0.257	0.143	0.156	0.156	0.358	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_22	elnet	-0.008	0.089	-0.072	-0.072	0.055	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	lasso	-0.01	0.097	-0.079	-0.079	0.058	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	rf	0.232	0.129	0.141	0.141	0.323	none	4	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+metadata+baseline
task_22	elnet	0.012	0.119	-0.072	-0.072	0.096	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	lasso	0.02	0.139	-0.079	-0.079	0.118	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	rf	0.23	0.201	0.088	0.088	0.373	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_22	elnet	-0.013	0.129	-0.105	-0.105	0.078	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	-0.003	0.158	-0.114	-0.114	0.109	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.213	0.134	0.119	0.119	0.308	none	6	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	-0.008	0.089	-0.072	-0.072	0.055	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	lasso	-0.01	0.097	-0.079	-0.079	0.058	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	rf	0.243	0.176	0.118	0.118	0.368	none	5	pbmc_gene_expression+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_22	elnet	-0.031	0.058	-0.072	-0.072	0.01	none	4	pbmc_gene_expression+t_cell_activation+metadata+baseline
task_22	lasso	-0.06	0.027	-0.079	-0.079	-0.04	none	4	pbmc_gene_expression+t_cell_activation+metadata+baseline
task_22	rf	0.2	0.161	0.086	0.086	0.314	none	4	pbmc_gene_expression+t_cell_activation+metadata+baseline
task_22	elnet	-0.034	0.1	-0.105	-0.105	0.036	none	5	pbmc_gene_expression+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	lasso	-0.017	0.137	-0.114	-0.114	0.079	none	5	pbmc_gene_expression+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	rf	0.214	0.161	0.1	0.1	0.327	none	5	pbmc_gene_expression+t_cell_activation+t_cell_polarization+metadata+baseline
task_22	elnet	-0.007	0.092	-0.072	-0.072	0.058	none	4	pbmc_gene_expression+t_cell_polarization+metadata+baseline
task_22	lasso	-0.046	0.047	-0.079	-0.079	-0.013	none	4	pbmc_gene_expression+t_cell_polarization+metadata+baseline
task_22	rf	0.196	0.081	0.138	0.138	0.253	none	4	pbmc_gene_expression+t_cell_polarization+metadata+baseline
task_22	elnet	-0.073	0.332	-0.308	0.162	-0.308	pca	3	pbmc_gene_expression_pca+metadata+baseline
task_22	lasso	-0.087	0.312	-0.308	0.134	-0.308	pca	3	pbmc_gene_expression_pca+metadata+baseline
task_22	rf	0.238	0.068	0.19	0.286	0.19	pca	3	pbmc_gene_expression_pca+metadata+baseline
task_22	elnet	-0.081	0.321	-0.308	0.146	-0.308	pca	4	pbmc_gene_expression_pca+plasma_ab_titer_pca+metadata+baseline
task_22	lasso	-0.091	0.306	-0.308	0.125	-0.308	pca	4	pbmc_gene_expression_pca+plasma_ab_titer_pca+metadata+baseline
task_22	rf	0.258	0.098	0.188	0.327	0.188	pca	4	pbmc_gene_expression_pca+plasma_ab_titer_pca+metadata+baseline
task_22	elnet	-0.161	0.208	-0.308	-0.014	-0.308	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_22	lasso	-0.149	0.225	-0.308	0.01	-0.308	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_22	rf	0.238	0.027	0.219	0.219	0.257	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_22	elnet	-0.236	0.101	-0.308	-0.165	-0.308	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	lasso	-0.275	0.046	-0.308	-0.243	-0.308	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	rf	0.359	0.093	0.293	0.293	0.425	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	elnet	-0.037	0.286	-0.239	0.166	-0.239	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	lasso	-0.04	0.282	-0.239	0.16	-0.239	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	rf	0.351	0.052	0.314	0.314	0.388	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	elnet	-0.032	0.265	-0.219	0.156	-0.219	pca	8	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.032	0.265	-0.219	0.156	-0.219	pca	8	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.191	0.109	0.114	0.267	0.114	pca	8	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.267	0.035	-0.292	-0.243	-0.292	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.267	0.035	-0.292	-0.243	-0.292	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.244	0.072	0.193	0.193	0.295	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.022	0.307	-0.239	0.195	-0.239	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_22	lasso	-0.04	0.282	-0.239	0.16	-0.239	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_22	rf	0.176	0.135	0.081	0.271	0.081	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_22	elnet	-0.028	0.27	-0.219	0.163	-0.219	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.032	0.265	-0.219	0.156	-0.219	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.274	0.044	0.243	0.243	0.305	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.149	0.201	-0.292	-0.007	-0.292	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_22	lasso	-0.31	0.026	-0.329	-0.329	-0.292	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_22	rf	0.289	0.012	0.28	0.28	0.298	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_22	elnet	-0.281	0.039	-0.308	-0.253	-0.308	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	lasso	-0.281	0.039	-0.308	-0.253	-0.308	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	rf	0.398	0.064	0.353	0.353	0.443	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_22	elnet	-0.195	0.077	-0.249	-0.249	-0.14	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_22	lasso	-0.2	0.07	-0.249	-0.249	-0.151	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
