task	model	srho_mean	srho_sd	srho_min	2021_dataset	2022_dataset	dim_red	n_modalities	feature_set
task_12	rf	0.224	0.006	0.22	0.228	0.22	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.517	0.54	0.135	0.135	0.899	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.417	0.681	-0.065	-0.065	0.899	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.232	0.034	0.208	0.256	0.208	pca	7	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.503	0.561	0.106	0.106	0.899	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.389	0.721	-0.121	-0.121	0.899	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.259	0.131	0.167	0.167	0.352	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.454	0.617	0.018	0.018	0.89	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.436	0.642	-0.018	-0.018	0.89	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.058	0.238	-0.11	0.226	-0.11	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.435	0.643	-0.019	-0.019	0.89	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.414	0.673	-0.062	-0.062	0.89	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.075	0.132	-0.018	0.169	-0.018	pca	6	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.48	0.58	0.07	0.07	0.89	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.432	0.648	-0.026	-0.026	0.89	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	-0.105	0.021	-0.121	-0.121	-0.09	pca	5	pbmc_gene_expression_pca+plasma_ab_titer_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.447	0.61	0.015	0.015	0.878	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	lasso	0.428	0.658	-0.037	-0.037	0.893	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	rf	0.082	0.048	0.048	0.116	0.048	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	elnet	0.471	0.57	0.068	0.068	0.874	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.448	0.601	0.023	0.023	0.874	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	0.223	0.182	0.095	0.095	0.352	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.483	0.514	0.119	0.119	0.847	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.75	0.125	0.662	0.662	0.839	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.303	0.203	0.159	0.159	0.447	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.473	0.547	0.085	0.085	0.86	pca	7	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.488	0.513	0.125	0.125	0.851	pca	7	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.248	0.086	0.187	0.187	0.309	pca	7	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.464	0.589	0.048	0.048	0.881	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.486	0.543	0.103	0.103	0.87	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.159	0.207	0.012	0.012	0.305	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.425	0.641	-0.029	-0.029	0.878	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.431	0.654	-0.032	-0.032	0.893	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.103	0.074	0.051	0.156	0.051	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.411	0.672	-0.064	-0.064	0.886	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.376	0.743	-0.149	-0.149	0.902	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.212	0.11	0.134	0.134	0.289	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.43	0.645	-0.026	-0.026	0.886	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.395	0.717	-0.113	-0.113	0.902	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.069	0.126	-0.021	-0.021	0.158	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_legendplex_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.528	0.525	0.157	0.157	0.899	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.698	0.285	0.496	0.496	0.899	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	0.26	0.083	0.201	0.201	0.319	pca	4	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.537	0.513	0.174	0.174	0.899	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.78	0.168	0.662	0.662	0.899	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.205	0.146	0.102	0.309	0.102	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.517	0.54	0.135	0.135	0.899	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.413	0.687	-0.073	-0.073	0.899	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.227	0.116	0.145	0.145	0.31	pca	6	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.504	0.559	0.109	0.109	0.899	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.387	0.725	-0.125	-0.125	0.899	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.252	0.098	0.183	0.183	0.322	pca	5	pbmc_gene_expression_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.454	0.617	0.018	0.018	0.89	pca	4	pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.436	0.642	-0.018	-0.018	0.89	pca	4	pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.225	0.149	0.12	0.12	0.331	pca	4	pbmc_gene_expression_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.435	0.643	-0.019	-0.019	0.89	pca	5	pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.414	0.673	-0.062	-0.062	0.89	pca	5	pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.135	0.07	0.086	0.185	0.086	pca	5	pbmc_gene_expression_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.48	0.58	0.07	0.07	0.89	pca	4	pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.43	0.65	-0.03	-0.03	0.89	pca	4	pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	-0.043	0.033	-0.066	-0.066	-0.02	pca	4	pbmc_gene_expression_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.798	0.13	0.707	0.707	0.89	none	3	plasma_ab_titer+metadata+baseline
task_12	lasso	0.536	0.241	0.365	0.707	0.365	none	3	plasma_ab_titer+metadata+baseline
task_12	rf	0.356	0.003	0.353	0.358	0.353	none	3	plasma_ab_titer+metadata+baseline
task_12	elnet	0.8	0.132	0.707	0.707	0.893	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	lasso	0.505	0.285	0.304	0.707	0.304	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	rf	0.389	0.031	0.367	0.41	0.367	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+metadata+baseline
task_12	elnet	0.8	0.117	0.718	0.718	0.883	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	lasso	0.473	0.334	0.236	0.709	0.236	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf	0.541	0.167	0.423	0.423	0.659	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	elnet	0.794	0.125	0.706	0.706	0.883	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	lasso	0.479	0.325	0.25	0.709	0.25	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf	0.493	0.074	0.441	0.441	0.546	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	elnet	0.789	0.142	0.689	0.689	0.889	none	7	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.495	0.299	0.284	0.706	0.284	none	7	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.628	0.013	0.618	0.618	0.637	none	7	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.789	0.142	0.689	0.689	0.889	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	lasso	0.475	0.327	0.244	0.706	0.244	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf	0.533	0.145	0.43	0.43	0.635	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	elnet	0.778	0.14	0.679	0.679	0.877	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	lasso	0.541	0.241	0.37	0.711	0.37	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	rf	0.298	0.092	0.233	0.363	0.233	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+metadata+baseline
task_12	elnet	0.769	0.158	0.657	0.657	0.881	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.507	0.255	0.326	0.687	0.326	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.303	0.029	0.282	0.324	0.282	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.767	0.165	0.651	0.651	0.884	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	lasso	0.493	0.28	0.295	0.691	0.295	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	rf	0.312	0.018	0.299	0.299	0.325	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_legendplex+t_cell_polarization+metadata+baseline
task_12	elnet	0.812	0.134	0.718	0.718	0.907	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	lasso	0.509	0.282	0.31	0.709	0.31	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	rf	0.423	0.06	0.38	0.466	0.38	none	4	plasma_ab_titer+plasma_cytokine_concentration_by_olink+metadata+baseline
task_12	elnet	0.803	0.138	0.706	0.706	0.901	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	lasso	0.51	0.281	0.311	0.709	0.311	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	rf	0.424	0.101	0.353	0.496	0.353	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+metadata+baseline
task_12	elnet	0.796	0.148	0.691	0.691	0.901	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.509	0.279	0.311	0.706	0.311	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.548	0.028	0.528	0.568	0.528	none	6	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.801	0.141	0.701	0.701	0.901	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	lasso	0.508	0.28	0.31	0.706	0.31	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	rf	0.471	0.051	0.434	0.434	0.507	none	5	plasma_ab_titer+plasma_cytokine_concentration_by_olink+t_cell_polarization+metadata+baseline
task_12	elnet	0.785	0.149	0.679	0.679	0.89	none	4	plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	lasso	0.536	0.248	0.361	0.711	0.361	none	4	plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	rf	0.352	0.107	0.277	0.428	0.277	none	4	plasma_ab_titer+t_cell_activation+metadata+baseline
task_12	elnet	0.774	0.164	0.658	0.658	0.89	none	5	plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	lasso	0.594	0.134	0.499	0.689	0.499	none	5	plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	rf	0.325	0.145	0.223	0.428	0.223	none	5	plasma_ab_titer+t_cell_activation+t_cell_polarization+metadata+baseline
task_12	elnet	0.78	0.151	0.673	0.673	0.887	none	4	plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	lasso	0.516	0.256	0.335	0.698	0.335	none	4	plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	rf	0.335	0.051	0.299	0.299	0.371	none	4	plasma_ab_titer+t_cell_polarization+metadata+baseline
task_12	elnet	0.798	0.13	0.707	0.707	0.89	pca	3	plasma_ab_titer_pca+metadata+baseline
task_12	lasso	0.798	0.13	0.707	0.707	0.89	pca	3	plasma_ab_titer_pca+metadata+baseline
task_12	rf	0.079	0.345	-0.165	0.323	-0.165	pca	3	plasma_ab_titer_pca+metadata+baseline
task_12	elnet	0.774	0.095	0.707	0.707	0.841	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	lasso	0.774	0.095	0.707	0.707	0.841	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	rf	0.141	0.12	0.056	0.226	0.056	pca	4	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+metadata+baseline
task_12	elnet	0.531	0.464	0.203	0.203	0.859	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	lasso	0.782	0.106	0.707	0.707	0.857	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	rf	0.301	0.168	0.183	0.183	0.42	pca	5	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+metadata+baseline
task_12	elnet	0.532	0.466	0.203	0.203	0.862	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	lasso	0.783	0.108	0.707	0.707	0.86	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	rf	0.311	0.177	0.185	0.185	0.436	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+metadata+baseline
task_12	elnet	0.477	0.551	0.087	0.087	0.867	pca	7	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	lasso	0.398	0.66	-0.068	-0.068	0.865	pca	7	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	rf	0.389	0.063	0.344	0.344	0.433	pca	7	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_activation_pca+t_cell_polarization_pca+metadata+baseline
task_12	elnet	0.4	0.666	-0.071	-0.071	0.87	pca	6	plasma_ab_titer_pca+plasma_cytokine_concentration_by_legendplex_pca+plasma_cytokine_concentration_by_olink_pca+t_cell_polarization_pca+metadata+baseline
